name,email,personnummer,average_heartbeat,chronic_illness
Kasper Svensson,kasper.svensson216@example.se,19700206-2428,84,Type 2 Diabetes
Lars Berg,lars.berg578@example.se,19790717-4766,59,Asthma
Anna Hansen,anna.hansen199@example.se,19530127-5406,76,Arthritis
Sanna Svensson,sanna.svensson569@example.se,19760703-9276,60,
Mika Johansen,mika.johansen318@example.se,19680420-4246,71,Asthma
Elias Karlsen,elias.karlsen520@example.se,19710810-4596,79,Arthritis
Sanna Sigurdsson,sanna.sigurdsson626@example.se,20050202-1854,75,Type 2 Diabetes
Sanna Olofsson,sanna.olofsson73@example.se,20010208-9839,52,
Mika Rasmussen,mika.rasmussen469@example.se,19791018-8191,61,Celiac Disease
Lars Karlsen,lars.karlsen704@example.se,19930619-5398,61,Arthritis
Oskar Virtanen,oskar.virtanen944@example.se,19630826-2750,63,Celiac Disease
Jonas Olofsson,jonas.olofsson148@example.se,19660914-3591,71,Type 2 Diabetes
Ingrid Dahl,ingrid.dahl113@example.se,19530106-8553,70,Type 2 Diabetes
Sofie Korhonen,sofie.korhonen972@example.se,19650519-3979,63,Migraine
Elias Laine,elias.laine387@example.se,19500110-4508,69,Hypertension
Anna Hansen,anna.hansen658@example.se,19560301-9716,76,Arthritis
Vilde Rasmussen,vilde.rasmussen46@example.se,19781028-7667,77,Celiac Disease
Henrik Nielsen,henrik.nielsen829@example.se,19800122-9126,84,Hypertension
Nora Rasmussen,nora.rasmussen108@example.se,19671117-2834,64,Celiac Disease
Henrik Sigurdsson,henrik.sigurdsson453@example.se,19690808-4672,79,Hypertension
Henrik Rasmussen,henrik.rasmussen706@example.se,19850519-2681,83,Celiac Disease
Ingrid Nielsen,ingrid.nielsen477@example.se,19601211-3534,77,Type 2 Diabetes
Emil Lund,emil.lund662@example.se,19890617-3160,70,
Sanna Andersson,sanna.andersson573@example.se,19500209-3554,90,
Aksel Andersson,aksel.andersson587@example.se,19930105-9952,87,COPD
Elias Nielsen,elias.nielsen78@example.se,19991128-9646,68,Hypothyroidism
Erik Karlsen,erik.karlsen691@example.se,19680807-2745,67,Type 2 Diabetes
Aksel Virtanen,aksel.virtanen428@example.se,19861218-5105,73,
Oskar Holm,oskar.holm206@example.se,19981121-2731,69,
Elias Nielsen,elias.nielsen608@example.se,19720923-7492,65,Hypothyroidism
Sofie Virtanen,sofie.virtanen237@example.se,19650916-1059,86,COPD
Emil Dahl,emil.dahl533@example.se,19600802-3905,76,
Aksel Olofsson,aksel.olofsson127@example.se,19750622-3797,85,Hypothyroidism
Maja Poulsen,maja.poulsen840@example.se,19520402-1996,62,Hypothyroidism
Kasper Sigurdsson,kasper.sigurdsson18@example.se,19730915-9620,53,Hypertension
Jonas Andersson,jonas.andersson990@example.se,19881018-6656,68,Hypothyroidism
Henrik Rasmussen,henrik.rasmussen119@example.se,19931117-4117,80,
Sanna Rasmussen,sanna.rasmussen353@example.se,20000214-9852,81,COPD
Vilde Svensson,vilde.svensson726@example.se,20050304-4537,75,COPD
Aksel Andersson,aksel.andersson973@example.se,19960924-9589,75,Hypertension
Mika Lund,mika.lund666@example.se,19901118-2318,75,Migraine
Sanna Svensson,sanna.svensson683@example.se,20010715-5391,90,Type 2 Diabetes
Lars Andersson,lars.andersson177@example.se,19971208-6075,71,Arthritis
Erik Hansen,erik.hansen531@example.se,19630607-5209,73,COPD
Elias Nielsen,elias.nielsen316@example.se,20020112-7084,62,Arthritis
Vilde Olofsson,vilde.olofsson86@example.se,20030418-6641,81,Asthma
Erik Virtanen,erik.virtanen737@example.se,19800705-7318,93,Arthritis
Freja Dahl,freja.dahl846@example.se,19740803-2051,74,Type 2 Diabetes
Vilde Laine,vilde.laine415@example.se,19900716-8886,66,Arthritis
Freja Andersson,freja.andersson663@example.se,19680718-7764,61,
Elias Hansen,elias.hansen39@example.se,19820517-3790,75,
Sofie Svensson,sofie.svensson285@example.se,19820222-5774,77,Hypertension
Ingrid Eriksen,ingrid.eriksen833@example.se,19790728-9355,77,Migraine
Lars Andersson,lars.andersson729@example.se,19680216-8186,83,Hypertension
Kasper Korhonen,kasper.korhonen270@example.se,19910325-6965,84,Asthma
Ingrid Svensson,ingrid.svensson346@example.se,19850427-3302,55,COPD
Nora Holm,nora.holm548@example.se,19550917-6193,69,
Kari Svensson,kari.svensson168@example.se,19570726-1737,81,Hypothyroidism
Sofie Karlsen,sofie.karlsen482@example.se,19981128-6126,67,Celiac Disease
Nora Sigurdsson,nora.sigurdsson972@example.se,19860502-4431,63,Asthma
Henrik Rasmussen,henrik.rasmussen12@example.se,19821214-9370,66,Asthma
Erik Korhonen,erik.korhonen87@example.se,19980628-6850,74,Hypertension
Freja Johansen,freja.johansen284@example.se,19680614-9146,75,Asthma
Jonas Berg,jonas.berg392@example.se,19521108-3287,83,
Maja Korhonen,maja.korhonen548@example.se,19800702-9565,71,Migraine
Kasper Sigurdsson,kasper.sigurdsson426@example.se,19530525-2098,88,Hypothyroidism
Sofie Svensson,sofie.svensson329@example.se,20030609-4650,63,
Kasper Hansen,kasper.hansen198@example.se,19910510-1129,60,Arthritis
Mika Virtanen,mika.virtanen205@example.se,20031014-6504,83,COPD
Sanna Lund,sanna.lund891@example.se,19560908-7871,67,COPD
Anna Holm,anna.holm235@example.se,19700526-9756,74,Hypothyroidism
Aksel Rasmussen,aksel.rasmussen634@example.se,19570617-1746,77,Hypertension
Henrik Nielsen,henrik.nielsen428@example.se,19960416-3885,71,Asthma
Maja Johansen,maja.johansen197@example.se,19770416-8972,62,Type 2 Diabetes
Kari Nielsen,kari.nielsen671@example.se,19970517-7097,87,
Sanna Poulsen,sanna.poulsen906@example.se,19540326-7711,85,Hypertension
Anna Olofsson,anna.olofsson144@example.se,19890108-3648,72,Type 2 Diabetes
Aksel Eriksen,aksel.eriksen499@example.se,19500616-3104,61,Hypertension
Elias Lund,elias.lund586@example.se,19680314-6527,81,Type 2 Diabetes
Jonas Laine,jonas.laine872@example.se,19921111-5146,90,Celiac Disease
Henrik Dahl,henrik.dahl987@example.se,20041103-4787,77,COPD
Aksel Berg,aksel.berg339@example.se,19641012-2330,51,Type 2 Diabetes
Lars Eriksen,lars.eriksen308@example.se,20040223-8791,67,Migraine
Freja Laine,freja.laine833@example.se,19980406-6210,78,Type 2 Diabetes
Oskar Holm,oskar.holm242@example.se,19531207-8886,88,Type 2 Diabetes
Lars Sigurdsson,lars.sigurdsson504@example.se,20040802-6506,65,
Sofie Virtanen,sofie.virtanen374@example.se,19930209-5556,85,Asthma
Henrik Johansen,henrik.johansen18@example.se,19731009-8615,76,Asthma
Elias Korhonen,elias.korhonen768@example.se,19921006-9266,52,
Lars Virtanen,lars.virtanen409@example.se,19631221-2102,61,Hypertension
Henrik Andersson,henrik.andersson248@example.se,19871111-9552,69,Migraine
Nora Poulsen,nora.poulsen988@example.se,19571003-7465,78,Migraine
Nora Dahl,nora.dahl42@example.se,20050407-5282,78,Hypothyroidism
Henrik Korhonen,henrik.korhonen538@example.se,19790407-6542,79,COPD
Mika Berg,mika.berg842@example.se,19940126-1659,63,Hypertension
Erik Berg,erik.berg870@example.se,19570208-7460,69,
Erik Hansen,erik.hansen696@example.se,19900904-3622,82,Hypertension
Erik Holm,erik.holm155@example.se,19710421-6595,74,Migraine
Nora Sigurdsson,nora.sigurdsson677@example.se,19901015-8819,61,
Lars Nielsen,lars.nielsen394@example.se,19661002-7341,97,Type 2 Diabetes
Jonas Rasmussen,jonas.rasmussen525@example.se,19650624-7579,86,Hypothyroidism
Kari Andersson,kari.andersson462@example.se,19910426-7894,65,COPD
Mika Sigurdsson,mika.sigurdsson546@example.se,19681201-7430,67,Celiac Disease
Maja Karlsen,maja.karlsen109@example.se,19550508-2914,66,
Elias Svensson,elias.svensson852@example.se,19740511-5048,66,Migraine
Oskar Holm,oskar.holm104@example.se,19990824-1883,52,Arthritis
Oskar Andersson,oskar.andersson402@example.se,19620606-2499,69,Migraine
Erik Lund,erik.lund46@example.se,19690215-6156,78,Celiac Disease
Elias Svensson,elias.svensson219@example.se,19930325-9447,82,
Ingrid Korhonen,ingrid.korhonen952@example.se,19880107-7966,61,Asthma
Kari Poulsen,kari.poulsen550@example.se,19701001-1081,68,COPD
Jonas Nielsen,jonas.nielsen180@example.se,19990503-9756,72,Hypothyroidism
Nora Rasmussen,nora.rasmussen154@example.se,19630717-1932,73,Type 2 Diabetes
Elias Korhonen,elias.korhonen699@example.se,19680407-8223,67,Celiac Disease
Lars Eriksen,lars.eriksen383@example.se,20041010-2991,78,Celiac Disease
Jonas Johansen,jonas.johansen840@example.se,19560614-8769,82,Hypothyroidism
Ingrid Holm,ingrid.holm800@example.se,19530903-3207,64,Hypertension
Mika Dahl,mika.dahl220@example.se,19570711-2016,76,
Kasper Eriksen,kasper.eriksen664@example.se,20021124-4679,81,
Tilde Karlsen,tilde.karlsen350@example.se,19600311-4553,73,
Lars Svensson,lars.svensson104@example.se,19640605-1353,70,Type 2 Diabetes
Tilde Virtanen,tilde.virtanen199@example.se,19511101-1067,96,Asthma
Jonas Virtanen,jonas.virtanen870@example.se,19580407-3792,71,Hypertension
Erik Berg,erik.berg453@example.se,19710121-8642,73,Asthma
Elias Andersson,elias.andersson658@example.se,19830123-2825,74,Arthritis
Tilde Karlsen,tilde.karlsen911@example.se,19591205-6408,64,Hypothyroidism
Oskar Holm,oskar.holm129@example.se,19750305-9256,77,Type 2 Diabetes
Anna Karlsen,anna.karlsen883@example.se,19650911-7784,77,Hypothyroidism
Jonas Laine,jonas.laine785@example.se,19720520-8059,65,Asthma
Sanna Olofsson,sanna.olofsson96@example.se,19990723-6731,78,COPD
Kasper Poulsen,kasper.poulsen17@example.se,19770105-7468,90,Arthritis
Elias Virtanen,elias.virtanen186@example.se,19870419-6516,63,Migraine
Ingrid Berg,ingrid.berg669@example.se,19751106-6897,85,COPD
Elias Karlsen,elias.karlsen796@example.se,19861006-8839,77,Asthma
Freja Virtanen,freja.virtanen537@example.se,19590513-1762,81,
Oskar Lund,oskar.lund715@example.se,19540314-8189,59,COPD
Jonas Berg,jonas.berg401@example.se,19980624-8379,57,COPD
Oskar Lund,oskar.lund327@example.se,19831116-3907,66,Hypothyroidism
Anna Laine,anna.laine400@example.se,19500317-6655,73,
Kasper Svensson,kasper.svensson762@example.se,19580928-5701,86,COPD
Anna Olofsson,anna.olofsson621@example.se,19750124-9413,95,Hypertension
Jonas Holm,jonas.holm806@example.se,19590601-1273,58,Type 2 Diabetes
Sanna Poulsen,sanna.poulsen398@example.se,19950402-8802,71,
Lars Poulsen,lars.poulsen250@example.se,19631210-6278,67,Migraine
Sanna Holm,sanna.holm199@example.se,19811203-5205,67,Asthma
Emil Karlsen,emil.karlsen487@example.se,20030217-1127,78,COPD
Sofie Berg,sofie.berg333@example.se,19610816-8358,69,Hypertension
Vilde Virtanen,vilde.virtanen242@example.se,19730822-2360,81,Type 2 Diabetes
Elias Svensson,elias.svensson208@example.se,20050317-8159,61,COPD
Jonas Sigurdsson,jonas.sigurdsson507@example.se,19660713-3613,62,
Vilde Laine,vilde.laine854@example.se,19630914-3694,68,Migraine
Emil Svensson,emil.svensson199@example.se,19550709-1067,73,
Kari Sigurdsson,kari.sigurdsson913@example.se,19650122-1195,62,COPD
Elias Nielsen,elias.nielsen141@example.se,19880702-5526,84,Asthma
Maja Karlsen,maja.karlsen780@example.se,19810826-3372,92,COPD
Kasper Korhonen,kasper.korhonen690@example.se,19691225-6814,71,Migraine
Ingrid Laine,ingrid.laine791@example.se,19780714-4153,81,Type 2 Diabetes
Erik Laine,erik.laine765@example.se,19671209-4527,67,Migraine
Kari Olofsson,kari.olofsson910@example.se,19820124-1247,65,
Oskar Virtanen,oskar.virtanen293@example.se,19660919-5283,60,Celiac Disease
Kari Laine,kari.laine670@example.se,19540402-2371,69,Hypertension
Ingrid Karlsen,ingrid.karlsen314@example.se,19900918-3984,69,Asthma
Nora Sigurdsson,nora.sigurdsson52@example.se,19820108-9410,62,COPD
Freja Sigurdsson,freja.sigurdsson189@example.se,19930402-8077,69,Celiac Disease
Mika Hansen,mika.hansen492@example.se,19950412-1945,65,Hypothyroidism
Elias Eriksen,elias.eriksen910@example.se,19840805-2844,61,Hypothyroidism
Elias Holm,elias.holm856@example.se,19550928-6171,70,
Sanna Dahl,sanna.dahl304@example.se,19611009-9013,77,Migraine
Freja Berg,freja.berg338@example.se,19960607-8318,77,Asthma
Sanna Andersson,sanna.andersson271@example.se,19971026-7903,71,Asthma
Maja Laine,maja.laine573@example.se,19950910-6984,80,Type 2 Diabetes
Sofie Korhonen,sofie.korhonen860@example.se,19940921-8613,62,Hypertension
Sofie Holm,sofie.holm790@example.se,19900712-7378,59,Arthritis
Aksel Nielsen,aksel.nielsen68@example.se,19910119-2315,66,
Ingrid Holm,ingrid.holm694@example.se,19780407-5755,62,
Erik Rasmussen,erik.rasmussen758@example.se,19951222-3722,73,
Vilde Poulsen,vilde.poulsen749@example.se,19941110-3504,91,
Kari Berg,kari.berg143@example.se,19650612-6561,62,Hypothyroidism
Elias Karlsen,elias.karlsen716@example.se,19550211-3782,68,COPD
Lars Olofsson,lars.olofsson601@example.se,19991024-6029,64,
Elias Korhonen,elias.korhonen903@example.se,19850327-6392,75,Arthritis
Lars Virtanen,lars.virtanen163@example.se,19510805-9669,81,COPD
Anna Poulsen,anna.poulsen910@example.se,19891215-9370,70,Type 2 Diabetes
Vilde Virtanen,vilde.virtanen529@example.se,19941120-7561,71,Hypothyroidism
Freja Korhonen,freja.korhonen756@example.se,19970419-8699,82,Arthritis
Mika Laine,mika.laine732@example.se,20020308-4619,64,COPD
Kari Nielsen,kari.nielsen484@example.se,20010205-3348,68,Migraine
Henrik Olofsson,henrik.olofsson70@example.se,19990620-4022,81,
Nora Nielsen,nora.nielsen239@example.se,19760127-3824,64,Hypothyroidism
Lars Korhonen,lars.korhonen242@example.se,19970704-4813,83,Arthritis
Kasper Berg,kasper.berg157@example.se,19510325-6171,72,
Vilde Lund,vilde.lund516@example.se,19521127-1745,63,Arthritis
Erik Nielsen,erik.nielsen318@example.se,19760214-9212,58,Hypertension
Emil Johansen,emil.johansen674@example.se,19560108-2798,85,Hypertension
Mika Poulsen,mika.poulsen266@example.se,19790404-3779,58,COPD
Freja Svensson,freja.svensson70@example.se,19510108-1995,83,Type 2 Diabetes
Elias Svensson,elias.svensson335@example.se,19600813-3073,52,Hypertension
Aksel Hansen,aksel.hansen393@example.se,19780221-9626,91,Type 2 Diabetes
Aksel Rasmussen,aksel.rasmussen675@example.se,19810525-9928,43,Type 2 Diabetes
Tilde Dahl,tilde.dahl731@example.se,19790915-9584,63,COPD
Sofie Rasmussen,sofie.rasmussen42@example.se,19910923-3433,80,
Lars Andersson,lars.andersson368@example.se,19571028-4558,77,Asthma
Emil Virtanen,emil.virtanen131@example.se,19520323-9958,76,Type 2 Diabetes
Vilde Johansen,vilde.johansen834@example.se,19560716-6757,85,Type 2 Diabetes
Nora Holm,nora.holm941@example.se,19770825-7643,52,Migraine
Elias Sigurdsson,elias.sigurdsson328@example.se,19690502-6589,67,COPD
Kasper Nielsen,kasper.nielsen822@example.se,20000616-7069,69,Migraine
Sanna Dahl,sanna.dahl565@example.se,19711016-2533,94,Migraine
Anna Lund,anna.lund325@example.se,19681207-3747,52,Hypothyroidism
Maja Johansen,maja.johansen41@example.se,19910406-9504,83,Type 2 Diabetes
Lars Karlsen,lars.karlsen77@example.se,19581113-8590,82,
Oskar Sigurdsson,oskar.sigurdsson779@example.se,19700608-1364,81,
Oskar Eriksen,oskar.eriksen33@example.se,19910517-1872,64,Arthritis
Henrik Rasmussen,henrik.rasmussen465@example.se,19690207-7439,55,Arthritis
Ingrid Korhonen,ingrid.korhonen638@example.se,19991127-7443,64,Migraine
Freja Svensson,freja.svensson314@example.se,19670818-3557,88,
Ingrid Rasmussen,ingrid.rasmussen682@example.se,19620213-4914,63,Type 2 Diabetes
Maja Sigurdsson,maja.sigurdsson183@example.se,19850615-1172,86,COPD
Tilde Poulsen,tilde.poulsen334@example.se,20050924-6693,68,Hypothyroidism
Henrik Svensson,henrik.svensson428@example.se,19810121-1281,76,
Maja Holm,maja.holm590@example.se,19550605-8238,69,Hypothyroidism
Jonas Rasmussen,jonas.rasmussen44@example.se,20040221-2228,85,Hypothyroidism
Kasper Olofsson,kasper.olofsson478@example.se,20050607-5778,73,COPD
Vilde Holm,vilde.holm502@example.se,19710728-3049,62,Type 2 Diabetes
Jonas Lund,jonas.lund178@example.se,19660714-3267,75,Hypothyroidism
Jonas Nielsen,jonas.nielsen74@example.se,19950621-9146,86,Hypertension
Ingrid Hansen,ingrid.hansen700@example.se,19960503-7893,92,Hypertension
Sofie Laine,sofie.laine510@example.se,19930720-4486,71,Type 2 Diabetes
Sanna Johansen,sanna.johansen394@example.se,19830817-2506,82,Celiac Disease
Jonas Svensson,jonas.svensson163@example.se,19770917-7175,73,Hypothyroidism
Oskar Holm,oskar.holm22@example.se,20050828-8019,72,Type 2 Diabetes
Tilde Berg,tilde.berg65@example.se,19840724-2300,76,Type 2 Diabetes
Jonas Johansen,jonas.johansen509@example.se,19510813-1534,80,Arthritis
Henrik Karlsen,henrik.karlsen347@example.se,19841209-1823,69,Hypothyroidism
Tilde Laine,tilde.laine772@example.se,19810417-2077,61,
Vilde Laine,vilde.laine713@example.se,19610212-1775,90,Hypertension
Jonas Eriksen,jonas.eriksen234@example.se,19560510-3306,85,COPD
Tilde Laine,tilde.laine321@example.se,19950607-2465,62,Hypothyroidism
Kari Holm,kari.holm890@example.se,19691115-7653,66,
Oskar Virtanen,oskar.virtanen269@example.se,19900922-1840,70,Arthritis
Freja Laine,freja.laine529@example.se,19630504-1662,75,Hypertension
Oskar Laine,oskar.laine1@example.se,20030328-6017,59,Arthritis
Anna Johansen,anna.johansen184@example.se,19601222-5265,59,COPD
Freja Holm,freja.holm950@example.se,19890515-3241,74,Type 2 Diabetes
Kari Johansen,kari.johansen187@example.se,19591222-1117,63,Arthritis
Anna Holm,anna.holm696@example.se,19980407-9804,69,
Sanna Eriksen,sanna.eriksen469@example.se,19841016-5645,67,Arthritis
Tilde Lund,tilde.lund588@example.se,19501006-6398,72,Type 2 Diabetes
Jonas Lund,jonas.lund651@example.se,19540402-5707,82,Arthritis
Oskar Eriksen,oskar.eriksen403@example.se,19750618-6923,69,
Sanna Sigurdsson,sanna.sigurdsson102@example.se,19550414-8546,62,Hypertension
Jonas Berg,jonas.berg238@example.se,20040111-8478,73,Hypertension
Emil Lund,emil.lund355@example.se,19840109-3176,67,COPD
Oskar Korhonen,oskar.korhonen179@example.se,19521002-5403,75,Type 2 Diabetes
Ingrid Karlsen,ingrid.karlsen478@example.se,19981203-5158,86,Migraine
Kari Olofsson,kari.olofsson539@example.se,19780401-2194,76,Type 2 Diabetes
Kasper Hansen,kasper.hansen36@example.se,19690822-5905,71,Type 2 Diabetes
Ingrid Karlsen,ingrid.karlsen203@example.se,19920510-4121,71,Migraine
Freja Johansen,freja.johansen897@example.se,19681206-3250,85,COPD
Sofie Andersson,sofie.andersson499@example.se,19610808-7489,70,
Sanna Poulsen,sanna.poulsen23@example.se,19670613-3294,66,Type 2 Diabetes
Emil Eriksen,emil.eriksen45@example.se,19530108-9085,76,
Kari Laine,kari.laine418@example.se,19850722-9955,72,
Oskar Johansen,oskar.johansen618@example.se,20000112-9034,77,Celiac Disease
Ingrid Rasmussen,ingrid.rasmussen342@example.se,19670710-2757,75,COPD
Tilde Svensson,tilde.svensson278@example.se,20050224-9713,74,
Lars Eriksen,lars.eriksen61@example.se,19700214-2659,65,Hypothyroidism
Tilde Johansen,tilde.johansen475@example.se,19900128-8127,74,Hypertension
Vilde Dahl,vilde.dahl126@example.se,19741219-6299,66,Arthritis
Oskar Karlsen,oskar.karlsen65@example.se,20030226-2084,71,
Vilde Svensson,vilde.svensson549@example.se,19560127-1162,59,Hypothyroidism
Emil Berg,emil.berg729@example.se,19791113-9383,77,COPD
Maja Eriksen,maja.eriksen176@example.se,19560403-5712,67,Asthma
Kasper Dahl,kasper.dahl97@example.se,19851023-2252,60,Type 2 Diabetes
Emil Sigurdsson,emil.sigurdsson455@example.se,19761201-3598,76,COPD
Ingrid Laine,ingrid.laine464@example.se,19800817-5056,75,
Maja Poulsen,maja.poulsen529@example.se,20020102-7161,70,Migraine
Maja Sigurdsson,maja.sigurdsson609@example.se,19700927-7367,81,
Oskar Virtanen,oskar.virtanen481@example.se,19661206-7431,68,Asthma
Lars Johansen,lars.johansen647@example.se,20030713-7210,75,Celiac Disease
Emil Holm,emil.holm381@example.se,19970219-4619,80,Type 2 Diabetes
Vilde Hansen,vilde.hansen51@example.se,19621220-7817,75,
Henrik Eriksen,henrik.eriksen738@example.se,19600321-7343,73,Asthma
Ingrid Hansen,ingrid.hansen954@example.se,19890405-6611,85,
Henrik Sigurdsson,henrik.sigurdsson505@example.se,19711210-2039,57,Hypothyroidism
Ingrid Sigurdsson,ingrid.sigurdsson112@example.se,19771207-9422,73,Type 2 Diabetes
Erik Andersson,erik.andersson874@example.se,19540711-9931,80,Migraine
